anime_id,title,anime,anime_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,,https://myanimelist.cdn-dena.com/images/anime/5/50331.jpg,TV,Original,25,Finished Airing,False,"Oct 6, 2006 to Jul 29, 2007","{'from': '2006-10-06', 'to': '2007-07-29'}",24 min. per ep.,R - 17+ (violence & profanity),8.79,627740,30.0,9,986897,63614,"Code Geass: Hangyaku no Lelouch is an original anime series by Sunrise animation studio with original character designs by the all-female Japanese manga artist group Clamp. Manga and light novels based off the show have been published by Kadokawa Shoten. The show has sold millions of DVDs and Blu-ray volumes and is extremely popular in both Japan and North America. The show is known for its multi-genre appeal and for its diverse cast of characters who face many moral dilemmas over the course of the series.The last two episodes received a pre-airing on an event, July 21, 2007. Regular broadcasting was on July 29, 2007.The series won: ""The Best Anime TV Series"" award at the 2007 Tokyo International Anime Fair, ""The Best TV animation"" award at the twelfth Animation Kobe, and ""The Most Popular Anime"" award at the Animage &#039;s 29th Annual Anime Grand Prix. ",Fall 2006,Fridays at 01:25 (JST),"{'Adaptation': [{'mal_id': 1528, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1528/Code_Geass__Hangyaku_no_Lelouch', 'title': 'Code Geass: Hangyaku no Lelouch'}], 'Side story': [{'mal_id': 1953, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1953/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama', 'title': 'Code Geass: Hangyaku no Lelouch Picture Drama'}, {'mal_id': 33155, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33155/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama_-_Hajimari_no_Zenya', 'title': 'Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya'}], 'Summary': [{'mal_id': 2124, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2124/Code_Geass__Hangyaku_no_Lelouch_Recaps', 'title': 'Code Geass: Hangyaku no Lelouch Recaps'}, {'mal_id': 4596, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4596/Code_Geass__Hangyaku_no_Lelouch_Special_Edition_Black_Rebellion', 'title': 'Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion'}], 'Sequel': [{'mal_id': 2904, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2', 'title': 'Code Geass: Hangyaku no Lelouch R2'}], 'Alternative setting': [{'mal_id': 8888, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8888/Code_Geass__Boukoku_no_Akito_1_-_Yokuryuu_wa_Maiorita', 'title': 'Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita'}, {'mal_id': 15197, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15197/Code_Geass__Boukoku_no_Akito_2_-_Hikisakareshi_Yokuryuu', 'title': 'Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu'}, {'mal_id': 15199, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15199/Code_Geass__Boukoku_no_Akito_3_-_Kagayaku_Mono_Ten_yori_Otsu', 'title': 'Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu'}, {'mal_id': 15201, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15201/Code_Geass__Boukoku_no_Akito_4_-_Nikushimi_no_Kioku_kara', 'title': 'Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara'}, {'mal_id': 17277, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17277/Code_Geass__Soubou_no_Oz_Picture_Drama', 'title': 'Code Geass: Soubou no Oz Picture Drama'}, {'mal_id': 30711, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30711/Code_Geass__Boukoku_no_Akito_5_-_Itoshiki_Monotachi_e', 'title': 'Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e'}], 'Spin-off': [{'mal_id': 12685, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12685/Code_Geass__Hangyaku_no_Lelouch_-_Nunnally_in_Wonderland', 'title': 'Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland'}], 'Alternative version': [{'mal_id': 34438, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34438/Code_Geass__Hangyaku_no_Lelouch_I_-_Koudou', 'title': 'Code Geass: Hangyaku no Lelouch I - Koudou'}, {'mal_id': 34439, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34439/Code_Geass__Hangyaku_no_Lelouch_II_-_Handou', 'title': 'Code Geass: Hangyaku no Lelouch II - Handou'}]}","Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School","['#1: ""COLORS"" by FLOW (eps 1-12)', '#2: ""Kaidoku Funou (解読不能)"" by Jinn (eps 13-23)', '#3: ""Hitomi no Tsubasa (瞳ノ翼)"" by Access (eps 24-25)']","['#1: ""Yuukyou Seishunka (勇侠青春謳)"" by Ali Project (eps 1-12)', '#2: ""Mosaic Kakera (モザイクカケラ)"" by SunSet Swish (eps 13-23)', '#3: ""COLORS"" by FLOW (ep 24)', '#4: ""Innocent Days"" by Hitomi (ep 25)']"
21939,Mushishi Zoku Shou,MUSHI-SHI -Next Passage-,蟲師 続章,"Mushi-shi Zoku Shou, Mushishi: The Next Chapter",https://myanimelist.cdn-dena.com/images/anime/13/58533.jpg,TV,Manga,10,Finished Airing,False,"Apr 5, 2014 to Jun 21, 2014","{'from': '2014-04-05', 'to': '2014-06-21'}",24 min. per ep.,PG-13 - Teens 13 or older,8.77,60600,33.0,569,145925,894,,Spring 2014,Saturdays at 00:00 (JST),"{'Adaptation': [{'mal_id': 418, 'type': 'manga', 'url': 'https://myanimelist.net/manga/418/Mushishi', 'title': 'Mushishi'}], 'Prequel': [{'mal_id': 457, 'type': 'anime', 'url': 'https://myanimelist.net/anime/457/Mushishi', 'title': 'Mushishi'}, {'mal_id': 21329, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21329/Mushishi_Special__Hihamukage', 'title': 'Mushishi Special: Hihamukage'}], 'Sequel': [{'mal_id': 24687, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi', 'title': 'Mushishi Zoku Shou: Odoro no Michi'}, {'mal_id': 24701, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season', 'title': 'Mushishi Zoku Shou 2nd Season'}]}","Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen","['""Shiver"" by Lucy Rose']","['#01: ""Nozue no Utage"" (野末の宴) by Toshio Masuda (ep 1)', '#02: ""Saezuru Kai"" (囀る貝) by Toshio Masuda (ep 2)', '#03: ""Yuki no Shita"" (雪の下) by Toshio Masuda (ep 3)', '#04: ""Yoru wo Naderu Te"" (夜を撫でる手) by Toshio Masuda (ep 4)', '#05: ""Kagami ga Fuchi"" (鏡が淵) by Toshio Masuda (ep 5)', '#06: ""Hana Madoi"" (花惑い) by Toshio Masuda (ep 6)', '#07: ""Hi Teru Ame"" (日照る雨) by Toshio Masuda (ep 7)', '#08: ""Shimaki Tatsu"" (風巻立つ) by Toshio Masuda (ep 8)', '#09: ""Ushio Waku Tani"" (潮わく谷) by Toshio Masuda (ep 9)', '#10: ""Fuyu no Soko"" (冬の底) by Toshio Masuda (ep 10)']"
17074,Monogatari Series: Second Season,Monogatari Series: Second Season,〈物語〉シリーズ セカンドシーズン,"Nekomonogatari: Shiro, Kabukimonogatari: Mayoi Jianshi, Otorimonogatari, Onimonogatari, Koimonogatari",https://myanimelist.cdn-dena.com/images/anime/3/52133.jpg,TV,Light novel,26,Finished Airing,False,"Jul 7, 2013 to Dec 29, 2013","{'from': '2013-07-07', 'to': '2013-12-29'}",24 min. per ep.,R - 17+ (violence & profanity),8.77,161651,32.0,207,303614,11893,"The series is composed of 23 episodes adapted from the novels and 3 summary episodes. 5 of the 6 novels of the Monogatari Series: Second Season light novel series were adapted, while the 3rd novel, Hanamonogatari, was aired separately in August 2014.",Summer 2013,Sundays at 00:00 (JST),"{'Adaptation': [{'mal_id': 23751, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23751/Monogatari_Series__Second_Season', 'title': 'Monogatari Series: Second Season'}], 'Prequel': [{'mal_id': 11597, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11597/Nisemonogatari', 'title': 'Nisemonogatari'}], 'Sequel': [{'mal_id': 28025, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28025/Tsukimonogatari', 'title': 'Tsukimonogatari'}], 'Side story': [{'mal_id': 31181, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31181/Owarimonogatari', 'title': 'Owarimonogatari'}, {'mal_id': 32268, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32268/Koyomimonogatari', 'title': 'Koyomimonogatari'}]}","Aniplex, Kodansha, Cyclone Graphics inc",Aniplex of America,Shaft,"Mystery, Comedy, Supernatural, Romance, Vampire","['#1: ""chocolate insomnia"" by Tsubasa Hanekawa (Yui Horie) (TV: eps 1-2, 4; BD/DVD: eps 1-5)', '#2: ""happy bite"" by Mayoi Hachikuji (Emiri Kato) (TV: eps 8-9; BD/DVD: eps 7-10)', '#3: ""Mousou♡Express (もうそう♡えくすぷれす)"" by Nadeko Sengoku (Kana Hanazawa) (TV: eps 12, 14; BD/DVD: eps 12-15)', '#4: ""white lies"" by Hiroaki Miyakoshi and Shigeru Yamada (Tokyo Philharmonic Chorus) (BD/DVD: eps 17-20)', '#5: ""fast love"" by Hitagi Senjougahara (Chiwa Saito) (BD/DVD: eps 21-23)', '#6: ""Kogarashi Sentiment (木枯らしセンティメント)"" by Hitagi Senjougahara (Chiwa Saito) and Deishu Kaiki (Shinichiro Miki) (TV: eps 23-25; BD/DVD: eps 24-26)']","['#1: ""Ai wo Utae (アイヲウタエ)"" by Luna Haruna (eps 1-10)', '#2: ""Kimi no Shiranai Monogatari (君の知らない物語)"" by supercell (ep 11)', '#3: ""Sono Koe wo Oboeteru (その声を覚えてる)"" by Marina Kawano (eps 12-20)', '#4: ""snowdrop"" by Luna Haruna × Marina Kawano (eps 21-25)']"
33486,Boku no Hero Academia 2nd Season,My Hero Academia 2,僕のヒーローアカデミア 2ndシーズン,,https://myanimelist.cdn-dena.com/images/anime/12/85221.jpg,TV,Manga,25,Finished Airing,False,"Apr 1, 2017 to Sep 30, 2017","{'from': '2017-04-01', 'to': '2017-09-30'}",23 min. per ep.,PG-13 - Teens 13 or older,8.76,350352,35.0,57,583016,11671,,Spring 2017,Saturdays at 17:30 (JST),"{'Adaptation': [{'mal_id': 75989, 'type': 'manga', 'url': 'https://myanimelist.net/manga/75989/Boku_no_Hero_Academia', 'title': 'Boku no Hero Academia'}], 'Prequel': [{'mal_id': 31964, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31964/Boku_no_Hero_Academia', 'title': 'Boku no Hero Academia'}, {'mal_id': 35262, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35262/Boku_no_Hero_Academia_2nd_Season__Hero_Note', 'title': 'Boku no Hero Academia 2nd Season: Hero Note'}], 'Side story': [{'mal_id': 35459, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35459/Boku_no_Hero_Academia__Training_of_the_Dead', 'title': 'Boku no Hero Academia: Training of the Dead'}], 'Sequel': [{'mal_id': 36456, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season', 'title': 'Boku no Hero Academia 3rd Season'}]}","Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Funimation,Bones,"Action, Comedy, Super Power, School, Shounen","['#1: ""Peace Sign (ピースサイン)"" by Kenshi Yonezu (eps 1-13)', '#2: ""Sora ni Utaeba (空に歌えば)"" by amazarashi (eps 14-25)']","['#1: ""Dakara, Hitori ja nai (だから, ひとりじゃない)"" by Little Glee Monster (eps 1-13)', '#2: ""Datte Atashi no Hero. (だってアタシのヒーロー。)"" by LiSA (eps 14-24)']"
36456,Boku no Hero Academia 3rd Season,My Hero Academia 3,僕のヒーローアカデミア 3rdシーズン,,https://myanimelist.cdn-dena.com/images/anime/1319/92084.jpg,TV,Manga,25,Currently Airing,True,"Apr 7, 2018 to ?","{'from': '2018-04-07', 'to': None}",23 min. per ep.,PG-13 - Teens 13 or older,8.75,46664,36.0,233,282743,1942,,Spring 2018,Saturdays at 17:30 (JST),"{'Adaptation': [{'mal_id': 75989, 'type': 'manga', 'url': 'https://myanimelist.net/manga/75989/Boku_no_Hero_Academia', 'title': 'Boku no Hero Academia'}], 'Prequel': [{'mal_id': 33486, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season', 'title': 'Boku no Hero Academia 2nd Season'}], 'Other': [{'mal_id': 36896, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_The_Movie__Futari_no_Hero', 'title': 'Boku no Hero Academia The Movie: Futari no Hero'}]}",Shueisha,Funimation,Bones,"Action, Comedy, School, Shounen, Super Power","['""ODD FUTURE"" by UVERworld']","['""Update (アップデート)"" by miwa']"
245,Great Teacher Onizuka,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,GTO,https://myanimelist.cdn-dena.com/images/anime/13/11460.jpg,TV,Manga,43,Finished Airing,False,"Jun 30, 1999 to Sep 17, 2000","{'from': '1999-06-30', 'to': '2000-09-17'}",25 min. per ep.,R - 17+ (violence & profanity),8.74,187442,37.0,146,361027,14087,,Summer 1999,Wednesdays at 19:30 (JST),"{'Adaptation': [{'mal_id': 336, 'type': 'manga', 'url': 'https://myanimelist.net/manga/336/GTO', 'title': 'GTO'}], 'Prequel': [{'mal_id': 1913, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1913/Shonan_Junai_Gumi', 'title': 'Shonan Junai Gumi!'}]}","Aniplex, Fuji TV","Discotek Media, TOKYOPOP",Studio Pierrot,"Comedy, Drama, School, Shounen, Slice of Life","['#1: ""Driver&#039;s High"" by L&#039;Arc~en~Ciel (eps 01-16)', '#2: ""Hitori no Yoru"" by Porno Graffitti (eps 17-43)']","['#1: ""Last Piece"" by Kirari (eps 1-16)', '#2: ""Shizuku (しずく)"" by Okuda Miwaku (eps 17-33)', '#3: ""CHERISHED MEMORIES"" by Hong Kong Knife (eps 34-42)', '#4: ""Driver&#039;s High"" by L&#039;Arc~en~Ciel (ep 43)']"
2001,Tengen Toppa Gurren Lagann,Gurren Lagann,天元突破グレンラガン,"Tengen Toppa Gurren-Lagann, Making Break-Through Gurren Lagann, Heavenly Breakthrough Gurren Lagann, TTGL, Gurren Laggan",https://myanimelist.cdn-dena.com/images/anime/4/5123.jpg,TV,Original,27,Finished Airing,False,"Apr 1, 2007 to Sep 30, 2007","{'from': '2007-04-01', 'to': '2007-09-30'}",24 min. per ep.,PG-13 - Teens 13 or older,8.74,449656,41.0,24,787535,50040,"Gurren Lagann received widespread critical acclaim since its release. The series received an Excellence Prize at the 2007 Japan Media Arts Festival. Its director Hiroyuki Imaishi received an individual award for ""Personal Best"" at the 12th Animation Kobe Festival that same year for his work on the series.In 2008, during the 7th annual Tokyo Anime Awards held at the Tokyo International Anime Fair, Gurren Lagann won the ""Best Television Production"" award. In addition, the ""Best Character Design"" award was given to the character designer Atsushi Nishigori for his work on the anime.",Spring 2007,Sundays at 08:30 (JST),"{'Adaptation': [{'mal_id': 1648, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1648/Tengen_Toppa_Gurren_Lagann', 'title': 'Tengen Toppa Gurren Lagann'}], 'Side story': [{'mal_id': 3352, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3352/Tengen_Toppa_Gurren_Lagann__Mitee_Mono_wa_Miteen_da', 'title': 'Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!'}, {'mal_id': 10622, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10622/Tengen_Toppa_Gurren_Lagann__Ore_no_Gurren_wa_Pikka-Pika', 'title': 'Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!'}], 'Alternative version': [{'mal_id': 4107, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen', 'title': 'Tengen Toppa Gurren Lagann Movie 1: Gurren-hen'}, {'mal_id': 4565, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen', 'title': 'Tengen Toppa Gurren Lagann Movie 2: Lagann-hen'}], 'Alternative setting': [{'mal_id': 4705, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4705/Tengen_Toppa_Gurren_Lagann__Parallel_Works', 'title': 'Tengen Toppa Gurren Lagann: Parallel Works'}, {'mal_id': 8348, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8348/Tengen_Toppa_Gurren_Lagann__Parallel_Works_2', 'title': 'Tengen Toppa Gurren Lagann: Parallel Works 2'}], 'Spin-off': [{'mal_id': 5947, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5947/Tengen_Toppa_Gurren_Lagann_Movie__Lagann-hen_Special_-_Viral_no_Amai_Yume', 'title': 'Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume'}], 'Character': [{'mal_id': 6548, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6548/Tengen_Toppa_Gurren_Lagann__Kirameki★Yoko_Box_-_Pieces_of_Sweet_Stars', 'title': 'Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars'}]}","TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai","Bandai Entertainment, Aniplex of America",Gainax,"Action, Adventure, Comedy, Mecha, Sci-Fi","['""Sorairo Days (空色デイズ)"" by Shoko Nakagawa (eps 1-14, 16-26)']","['#1: ""UNDERGROUND"" by HIGH VOLTAGE (eps 1-15)', '#2: ""happily ever after"" by Shoko Nakagawa (ep 16)', '#3: ""Minna no Peace (みんなのピース)"" by Afromania (eps 17-27)']"
34591,Natsume Yuujinchou Roku,Natsume&#039;s Book of Friends Season 6,夏目友人帳 陸,"Natsume Yuujinchou Season 6, Natsume&#039;s Book of Friends Six",https://myanimelist.cdn-dena.com/images/anime/6/84416.jpg,TV,Manga,11,Finished Airing,False,"Apr 12, 2017 to Jun 21, 2017","{'from': '2017-04-12', 'to': '2017-06-21'}",23 min. per ep.,PG-13 - Teens 13 or older,8.74,24355,39.0,1227,66232,519,,Spring 2017,Wednesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 1859, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1859/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}], 'Prequel': [{'mal_id': 32983, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go', 'title': 'Natsume Yuujinchou Go'}], 'Side story': [{'mal_id': 36275, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials', 'title': 'Natsume Yuujinchou Roku Specials'}], 'Sequel': [{'mal_id': 36538, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu', 'title': 'Natsume Yuujinchou Movie: Utsusemi ni Musubu'}]}","TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",,Shuka,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural","['""Floria (フローリア)"" by Tomohisa Sako']","['""Kimi no Uta (きみのうた)"" by Rei Yasuda']"
457,Mushishi,Mushi-Shi,蟲師,,https://myanimelist.cdn-dena.com/images/anime/2/73862.jpg,TV,Manga,26,Finished Airing,False,"Oct 23, 2005 to Jun 19, 2006","{'from': '2005-10-23', 'to': '2006-06-19'}",25 min. per ep.,PG-13 - Teens 13 or older,8.74,147314,38.0,115,408122,17988,"Mushishi is an adaptation of Yuki Urushibara&#039;s award-winning manga of the same name. The series adapts the first 26 chapters of the manga, adapting one per episode. The anime aired these stories in a different order than that of the manga.The series won the Tokyo Anime Award in the Television category in 2006. The series premiered on October 23, 2005, but went on hiatus on March 12, 2006 after having aired 20 episodes. Broadcast resumed on May 15, and aired the remaining 6 episodes, concluding on June 19, 2006.",Fall 2005,Sundays at 03:40 (JST),"{'Adaptation': [{'mal_id': 418, 'type': 'manga', 'url': 'https://myanimelist.net/manga/418/Mushishi', 'title': 'Mushishi'}], 'Sequel': [{'mal_id': 21329, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21329/Mushishi_Special__Hihamukage', 'title': 'Mushishi Special: Hihamukage'}, {'mal_id': 21939, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou', 'title': 'Mushishi Zoku Shou'}]}","Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound",Funimation,Artland,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural","['""The Sore Feet Song"" by Ally Kerr']","['#01: ""Midori no Za"" (緑の座) by Masuda Toshio (ep 1)', '#02: ""Mabuta no Hikari"" (瞼の光) by Masuda Toshio (ep 2)', '#03: ""Yawarakai Kaku"" (柔らかい角) by Masuda Toshio (ep 3)', '#04: ""Makura Kouji"" (枕小路 ) by Masuda Toshio (ep 4)', '#05: ""Tabi wo Suru Numa"" (旅をする沼) by Masuda Toshio (ep 5)', '#06: ""Tsuyu wo Suu Mure"" (露を吸う群れ) by Masuda Toshio (ep 6)', '#07: ""Ame ga Kuru Niji ga Tatsu"" (雨がくる虹がたつ) by Masuda Toshio (ep 7)', '#08: ""Unasaka Yori"" (海境より)  by Masuda Toshio (ep 8)', '#09: ""Omoi Mi"" (重い実) by Masuda Toshio (ep 9)', '#10: ""Suzuri ni Sumu Shiro"" (硯に棲む白) by Masuda Toshio (ep 10)', '#11: ""Yama Nemuru"" (やまねむる) by Masuda Toshio (ep 11)', '#12: ""Sugame no Sakana"" (眇の魚) by Masuda Toshio (ep 12)', '#13: ""Hitoyobashi"" (一夜橋) by Masuda Toshio (ep 13)', '#14: ""Kago no Naka"" (籠のなか) by Masuda Toshio (ep 14)', '#15: ""Haru to Usobuko"" (春と嘯く) by Masuda Toshio (ep 15)', '#16: ""Akatsuki no Hebi"" (暁の蛇) by Masuda Toshio (ep 16)', '#17: ""Uromayutori"" (虚繭取り) by Masuda Toshio (ep 17)', '#18: ""Yama Daku Koromo"" (山抱く衣) by Masuda Toshio (ep 18)', '#19: ""Tenpen no Ito"" (天辺の糸) by Masuda Toshio (ep 19)', '#20: ""Fude no Umi"" (筆の海) by Masuda Toshio (ep 20)', '#21: ""Wataboshi"" (綿胞子) by Masuda Toshio (ep 21)', '#22: ""Okitsu Miya"" (沖つ宮) by Masuda Toshio (ep 22)', '#23: ""Sabi no Naku Koe"" (錆の鳴く聲) by Masuda Toshio (ep 23)', '#24: ""Kagarinokou"" (篝野行) by Masuda Toshio (ep 24)', '#25: ""Ganpuku Ganka"" (眼福眼禍) by Masuda Toshio (ep 25)', '#26: ""Kusa wo Fumu Oto"" (草を踏む音) by Masuda Toshio (ep 26)']"
5258,Hajime no Ippo: New Challenger,Hajime no Ippo: New Challenger,はじめの一歩 新シリーズ,"Hajime no Ippo New Series, Hajime no Ippo Season II, Hajime no Ippo 2",https://myanimelist.cdn-dena.com/images/anime/8/56617.jpg,TV,Manga,26,Finished Airing,False,"Jan 7, 2009 to Jul 1, 2009","{'from': '2009-01-07', 'to': '2009-07-01'}",23 min. per ep.,PG-13 - Teens 13 or older,8.73,77718,42.0,663,126037,1074,,Winter 2009,Wednesdays at 01:29 (JST),"{'Adaptation': [{'mal_id': 7, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7/Hajime_no_Ippo', 'title': 'Hajime no Ippo'}], 'Prequel': [{'mal_id': 265, 'type': 'anime', 'url': 'https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura', 'title': 'Hajime no Ippo: Mashiba vs. Kimura'}], 'Sequel': [{'mal_id': 19647, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising', 'title': 'Hajime no Ippo: Rising'}]}","VAP, Kodansha, Nippon Television Network",,Madhouse,"Comedy, Sports, Drama, Shounen","['""Hekireki"" by Last Alliance']","['""8 AM"" by coldrain']"
30276,One Punch Man,One Punch Man,ワンパンマン,"One Punch-Man, One-Punch Man, OPM",https://myanimelist.cdn-dena.com/images/anime/12/76049.jpg,TV,Web manga,12,Finished Airing,False,"Oct 5, 2015 to Dec 21, 2015","{'from': '2015-10-05', 'to': '2015-12-21'}",24 min. per ep.,R - 17+ (violence & profanity),8.73,691845,44.0,5,1020754,30747,"Episodes 1 and 2 were previewed at a screening in Saitama city cultural center (small hall) on September 6, 2015. Regular broadcasting began on October 5, 2015. One Punch Man is based on Yusuke Murata&#039;s manga remake of ONE&#039;s original web comic. The anime adapts the first 7 volumes of the manga.",Fall 2015,Mondays at 01:05 (JST),"{'Adaptation': [{'mal_id': 44347, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44347/One_Punch-Man', 'title': 'One Punch-Man'}], 'Side story': [{'mal_id': 31704, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31704/One_Punch_Man__Road_to_Hero', 'title': 'One Punch Man: Road to Hero'}, {'mal_id': 31772, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31772/One_Punch_Man_Specials', 'title': 'One Punch Man Specials'}], 'Sequel': [{'mal_id': 34134, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34134/One_Punch_Man_2', 'title': 'One Punch Man 2'}]}","TV Tokyo, Bandai Visual, Lantis, Asatsu DK, Banpresto, Good Smile Company, Shueisha, East Japan Marketing &amp; Communications",Viz Media,Madhouse,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural, Seinen","['""THE HERO !! ~Okoreru Kobushi ni Hi wo Tsukero~ (THE HERO !! ～怒れる拳に火をつけろ～)"" by JAM Project']","['#1: ""Hoshi yori Saki ni Mitsukete Ageru (星より先に見つけてあげる)"" by Hiroko Moriguchi (eps 1-11)', '#2: ""Kanashimitachi wo Dakishimete (悲しみたちを抱きしめて)"" by Hiroko Moriguchi (ep 12)']"
